subj,session,time,person,chat,form,gloss,obj,gs_rel,context,spoken_obj,gestured_obj,referent,comments
43,5,,child,"Mom, no .",,,,,,mom,,mom,
43,5,,parent,you want to do a somersault ?,,,,,,,,,
43,5,,child,no .,,,,,,,,,
43,5,0:53:11,parent,,come,come here,,Only Gesture,,,,,
43,5,,parent,come here .,,,,,,,,,
43,5,,parent,want to do one that way ?,,,,,,,,,
43,5,,parent,ready ?,,,,,,,,,
43,5,,parent,come here .,,,,,,,,,
43,5,,child,no .,,,,,,,,,
43,5,,parent,look Lincoln .,,,,,,child,,child,
43,5,,parent,there's clovers right here .,,,,,,clover,,clover,
43,5,0:53:47,parent,,hold,take clover,clover,Only Gesture,,,,,
43,5,,parent,it's a clover .,,,,,,clover,,clover,
43,5,,parent,it's a threeleafclover .,,,,,,leaf; clover,,leaf; clover,
43,5,,parent,and if you find a fourleaf one it's very lucky .,,,,,,leaf ,,leaf ,
43,5,,child,here +...,,,,,,,,,
43,5,,child,here is one .,,,,,,,,,
43,5,,parent,"no, that's a three+leaf .",,,,,,leaf,,leaf,
43,5,,parent,see ?,,,,,,,,,
43,5,0:54:00,parent,one two three .,point.point.point,first clover leaf.second clover leaf.third clover leaf,first clover leaf.second clover leaf.third clover leaf,Reinforce,,,,,
43,5,0:54:01,parent,,hold,take clover,clover,Only Gesture,,,,,
43,5,,parent,"hey, don't yank it away .",,,,,,,,,
43,5,,parent,it's not nice .,,,,,,,,,
43,5,,child,here one Mom .,,,,,,mom,,mom,
43,5,,parent,yep .,,,,,,,,,
43,5,,parent,that's a threeleafclover .,,,,,,leaf; clover,,leaf; clover,
43,5,,child,big one .,,,,,,,,,
43,5,,parent,that's a very big one .,,,,,,,,,
43,5,,child,can I have the big one ?,,,,,,,,,
43,5,,parent,yeah ?,,,,,,,,,
43,5,,parent,"here, watch .",,,,,,,,,
43,5,,parent,I'll show you a big one &xxx .,,,,,,,,,
43,5,,child,big one .,,,,,,,,,
43,5,,child,can you show me a big one ?,,,,,,,,,
43,5,,parent,here watch .,,,,,,,,,
43,5,,parent,look .,,,,,,,,,
43,5,,parent,maybe we can compare .,,,,,,,,,
43,5,0:54:30,parent,,hold+hold,bigger clover+smaller clover,bigger clover+smaller clover,Only Gesture,,,clover,clover,
43,5,,parent,hey .,,,,,,,,,
43,5,0:54:36,parent,"Lincoln, get it for me please .",point,clover,clover,Disambiguate,,child,clover,child; clover,
43,5,,child,where you want ?,,,,,,,,,
43,5,,child,hmm .,,,,,,,,,
43,5,,child,how_about the big one ?,,,,,,,,,
43,5,0:54:44,parent,right behind you .,point,clover behind C,clover behind C,Disambiguate,,,clover,clover,
43,5,,child,how_about the big one ?,,,,,,,,,
43,5,0:54:51,parent,right there .,point,clover,clover,Disambiguate,,,clover,clover,
43,5,,parent,see the stem ?,,,,,,stem,,stem,
43,5,0:54:55,parent,,palm,give clover,clover,Only Gesture,,,clover,clover,
43,5,,parent,thank+you .,,,,,,,,,
43,5,0:54:57,parent,,hold,clover,clover,Only Gesture,,,clover,clover,
43,5,,child,&xxx hold this .,,,,,,,,,
43,5,,parent,there's the big one .,,,,,,,,,
43,5,,parent,here's the tiny one .,,,,,,,,,
43,5,0:55:14,parent,"&oh, not we're not going to be able to find it because it's too tiny .",flip,all gone,,Add,,,,,
43,5,,child,can't find the tiny one ?,,,,,,,,,
43,5,,child,can't find the tiny one ?,,,,,,,,,
43,5,,parent,I don't know where it is .,,,,,,,,,
43,5,,parent,it's too tiny .,,,,,,,,,
43,5,,child,disappear .,iconic,(holding) clover,,Add,,,,,
43,5,,parent,it disappeared .,,,,,,,,,
43,5,,child,yes it did disappear .,,,,,,,,,
43,5,0:55:40,child,I cannot find it .,shake,no,,Reinforce,,,,,
43,5,,parent,"no, I can't either .",,,,,,,,,
43,5,,child,I'm not going to find the big one .,,,,,,,,,
43,5,,child,why you do .,,,,,,,,,
43,5,,child,ow .,,,,,,,,,
43,5,0:56:15,parent,"hey, don't scream .",shake,no,,Reinforce,,,,,
43,5,0:56:17,parent,it hurts my ears .,palm,M's R ear,M's R ear,Reinforce,,ear,ear,ear,
43,5,,parent,don't scream .,,,,,,,,,
43,5,0:56:21,parent,"Lincoln, don't scream .",shake,no,,Reinforce,,child,,child,
43,5,0:56:24,parent,it hurts Mommy's ears .,palm,M's R ear,M's R ear,Reinforce,,ear;  mom,ear; mom,ear; mom,
43,5,,child,ice+cream .,,,,,C hears ice cream truck?,ice_cream,,ice_cream,
43,5,,parent,,,,,,C hears ice cream truck?,,,,
43,5,,parent,no .,,,,,,,,,
43,5,,child,ice+cream .,,,,,,ice_cream,,ice_cream,
43,5,,child,ice+cream .,,,,,,ice_cream,,ice_cream,
43,5,,child,ice+cream .,,,,,,ice_cream,,ice_cream,
43,5,,parent,it's far away .,,,,,,,,,
43,5,,parent,you have your water+melon .,,,,,,watermelon,,watermelon,
43,5,,parent,come on .,,,,,,,,,
43,5,,parent,let's go eat your water+melon .,,,,,,watermelon,,watermelon,
43,5,,parent,we have your orange juice inside .,,,,,,orange_juice,,orange_juice,
43,5,,parent,you want orange juice ?,,,,,,orange_juice,,orange_juice,
43,5,,parent,bless+you .,,,,,,,,,
43,5,,parent,here .,,,,,,,,,
43,5,0:56:48,parent,you want another piece of water+melon ?,hold,watermelon on fork,watermelon on fork,Reinforce,,watermelon,watermelon,watermelon,
43,5,,child,a can Mom lift me up ?,,,,,,mom,,mom,
43,5,,parent,I'll try but only for +...,,,,,,,,,
43,5,,parent,I can't lift you as high as Daddy can .,,,,,,dad,,dad,
43,5,,parent,or Don .,,,,,,,,,
43,5,,parent,okay ?,,,,,,,,,
43,5,,parent,here .,,,,,,,,,
43,5,,parent,you're pretty big and heavy .,,,,,,,,,
43,5,,parent,sit down .,,,,,,,,,
43,5,,parent,sit down this way .,,,,,,,,,
43,5,,parent,ready ?,,,,,,,,,
43,5,,child,yes .,,,,,,,,,
43,5,,parent,whee !,,,,,,,,,
43,5,,parent,whoa .,,,,,,,,,
43,5,,child,can +...,,,,,M and C at once,,,,
43,5,,parent,whoo .,,,,,M and C at once,,,,
43,5,0:57:25,parent,"that made me dizzy, Lincoln .",,,,,,child,,child,
43,5,,child,can Lilia me round ?,,,,,,,,,
43,5,,parent,huh ?,,,,,,,,,
43,5,,child,can Lilia pick me ?,,,,,,,,,
43,5,0:57:40,parent,"no, she's doing the video camera .",point,camera,camera,Reinforce,,camera,camera,camera,
43,5,,child,how_about Lilia &xxx me ?,,,,,,,,,
43,5,,parent,"&oh, honey, she's busy videotaping you .",,,,,,,,,
43,5,,parent,"when Daddy gets home+ he can lift you up really high and spin you around very fast, okay ?",,,,,,dad,,dad,
43,5,,parent,when Daddy gets home+ you can ask him .,,,,,,dad,,dad,
43,5,,parent,you want to put all the balls in here ?,,,,,,ball,,ball,
43,5,,parent,watch .,,,,,,,,,
43,5,,child,no .,,,,,,,,,
43,5,,parent,watch .,$,,,,,,,,
43,5,,parent,from far away ?,$,,,,,,,,
43,5,,parent,watch this Lincoln .,$,,,,,child,,child,
43,5,,parent,watch .,$,,,,,,,,
43,5,,parent,ready ?,$,,,,,,,,
43,5,0:58:06,child,,palm,give ball,ball,Only Gesture,,,ball,ball,
43,5,,parent,one .,$,,,,,,,,
43,5,,parent,can you do it ?,$,,,,,,,,
43,5,,parent,one .,$,,,,,,,,
43,5,,parent,here .,,,,,,,,,
43,5,0:58:12,parent,,hold,take purple ball,purple ball,Only Gesture,,,,,
43,5,,parent,two .,,,,,,,,,
43,5,0:58:15,parent,,hold,take yellow ball,yellow ball,Only Gesture,,,,,
43,5,,parent,three .,,,,,,,,,
43,5,0:58:18,parent,,hold,yellow ball,yellow ball,Only Gesture,,,ball,ball,
43,5,,parent,four .,,,,,,,,,
43,5,0:58:21,parent,what's after four ?,hold,take pink ball,pink ball,Add,,,,,
43,5,,child,fourteen .,,,,,,,,,
43,5,,parent,four .,,,,,,,,,
43,5,,parent,one two three four +...,,,,,,,,,
43,5,,child,fourteen .,,,,,,,,,
43,5,,parent,uhoh .,,,,,,,,,
43,5,,child,I sit down on it .,,,,,,,,,
43,5,0:58:30,parent,that's okay .,hold,take red ball,red ball,Add,,,,,
43,5,,parent,five .,hold~,take red ball,red ball,Add,,,,,
43,5,,parent,come here .,hold~,take red ball,red ball,Add,,,,,
43,5,,parent,six .,,,,,,,,,
43,5,0:58:35,parent,,hold,take yellow ball,yellow ball,Only Gesture,,,,,
43,5,,child,can I throw it over my head ?,,,,,,head,,head,
43,5,,parent,okay .,,,,,,,,,
43,5,,child,thank+you .,,,,,,,,,
43,5,0:58:48,child,,palm,give yellow ball,yellow ball,Only Gesture,,,ball,ball,
43,5,0:58:48,parent,,hold,take yellow ball,yellow ball,Only Gesture,,,,,
43,5,,parent,,hold,take tennis ball,tennis ball,Only Gesture,,,,,
43,5,0:58:51,parent,tennis ball .,hold~,take tennis ball,tennis ball,Add,,tennis_ball,,tennis_ball,
43,5,,child,no .,,,,,,,,,
43,5,,parent,no ?,,,,,,,,,
43,5,0:58:55,parent,purple ball ?,hold,take purple ball,purple ball,Add,,ball,,ball,
43,5,,child,yes .,,,,,,,,,
43,5,0:59:01,child,how_about Spiderman ball ?,,,,,,ball,,ball,
43,5,0:59:01,parent,,hold,take red ball,red ball,Only Gesture,,,,,
43,5,,parent,what+about what ?,,,,,,,,,
43,5,,child,how +...,,,,,,,,,
43,5,,parent,"&oh, Spiderman ball .",,,,,,ball,,ball,
43,5,,parent,here's your hardhat .,,,,,,hardhat,,hardhat,
43,5,,child,"no, this not +...",hold,hardhat,hardhat,Disambiguate,,,hardhat,hardhat,
43,5,,child,no .,hold~,hardhat,hardhat,Add,,,hardhat,hardhat,
43,5,0:59:45,parent,and the bowling pins .,hold,take yellow bowling pin,yellow bowling pin,Add,,bowling_pin,,bowling_pin,
43,5,,child,what the thing scratched ?,,,,,,,,,
43,5,0:59:52,child,what scratched him ?,point,bowling pin,bowling pin,Disambiguate,,,,,
43,5,,parent,I don't know .,,,,,,,,,
43,5,,parent,maybe somebody stepped on it .,,,,,,,,,
43,5,,child,who stepped on it ?,,,,,,,,,
43,5,,parent,I don't know .,,,,,,,,,
43,5,,parent,maybe I did .,,,,,,,,,
43,5,,child,maybe you did .,,,,,,,,,
43,5,2:00:03,child,,,,,,end of tape 1,,,,
43,5,2:00:03,parent,I might have .,,,,,end of tape 1,,,,
43,5,,child,,,,,,start tape 2,,,,
43,5,,parent,,,,,,start tape 2,,,,
43,5,0:00:16,child,can pretend it is little bridge ?,point,fork pretend bridge,fork pretend bridge,Reinforce,,bridge,bridge,bridge,
43,5,,parent,sure .,,,,,,,,,
43,5,,parent,it's a little bridge .,,,,,,bridge,bridge,bridge,
43,5,,child,who will cross it ?,,,,,,,,,
43,5,,parent,&xxx sticks .,,,,,,stick,,stick,
43,5,0:00:27,child,stick .,,,,,,stick,,stick,
43,5,0:00:27,parent,,hold,take stick,stick,Only Gesture,,,,,
43,5,,parent,a little stick .,,,,,,stick,,stick,
43,5,0:00:36,parent,go across the little bridge .,palm,fork pretend bridge,fork pretend bridge,Reinforce,,bridge,bridge,bridge,
43,5,,child,who could go across it ?,,,,,,,,,
43,5,,child,probably Thomas .,,,,,,,,,
43,5,,parent,another little rock .,,,,,,rock,,rock,
43,5,,child,&xxx should take me up the bridge .,,,,,,bridge,,bridge,
43,5,,child,down bridge .,,,,,,bridge,,bridge,
43,5,,child,we going to cross the Golden_Gate_Bridge .,,,,,,bridge,,bridge,
43,5,,parent,that's right .,,,,,,,,,
43,5,,parent,you're going to go see the Golden_Gate_Bridge .,,,,,,bridge,,bridge,
43,5,,child,how_about my Dad Golden_Gate_Bridge ?,,,,,,dad; bridge,,dad; bridge,
43,5,,parent,huh ?,,,,,,,,,
43,5,,child,how_about the other one ?,,,,,,,,,
43,5,,parent,the Bay_Bridge ?,,,,,,bridge,,bridge,
43,5,,parent,yes .,,,,,,,,,
43,5,,parent,remember they're # had big cranes ?,,,,,,crane,,crane,
43,5,,parent,they're building a new Bay_Bridge .,,,,,,bridge,,bridge,
43,5,,parent,when we were driving in the rental car ?,,,,,,car,,car,
43,5,,parent,what city were we in ?,,,,,,,,,
43,5,,child,San_Francisco .,,,,,,,,,
43,5,,parent,that's right .,,,,,,,,,
43,5,,child,where San_Francisco ?,,,,,,,,,
43,5,0:02:15,parent,huh ?,,,,,,,,,
43,5,,parent,who lives there ?,,,,,,,,,
43,5,,child,yes .,,,,,,,,,
43,5,,parent,who does live there ?,,,,,,,,,
43,5,,parent,that's right .,,,,,,,,,
43,5,,parent,what's his kitty cat's name ?,,,,,,cat,,cat,
43,5,,parent,yeah .,,,,,,,,,
43,5,,parent,that's right .,,,,,,,,,
43,5,,parent,who # who lives in Oakland ?,,,,,,,,,
43,5,,child,Lucy .,,,,,,,,,
43,5,,parent,mmhm .,,,,,,,,,
43,5,,child,Lucy at the airport .,,,,,,airport,,airport,
43,5,,parent,yeah .,,,,,,,,,
43,5,,child,where Lucy ?,,,,,,,,,
43,5,,parent,Lucy ?,,,,,,,,,
43,5,,parent,"she's at # she's # in Oakland, at her house .",,,,,,house,,house,
43,5,,parent,with her mommy and Daddy .,,,,,,mom; dad,,mom; dad,
43,5,,child,&xxx for a dinner there .,,,,,,,,,
43,5,,child,why you going down ?,,,,,,,,,
43,5,,child,we going down around .,,,,,,,,,
43,5,0:03:29,child,sand boy train .,,,,,,sand; boy; train,,sand; boy; train,
43,5,,child,sand boy train going to +...,,,,,,sand; boy; train,,sand; boy; train,
43,5,,child,who is in +...,,,,,,,,,
43,5,,child,who is straight ahead .,,,,,,,,,
43,5,,parent,&xxx straight ahead .,,,,,,,,,
43,5,,child,probably James .,,,,,,,,,
43,5,,parent,James ?,,,,,,,,,
43,5,,child,yes .,,,,,,,,,
43,5,,child,James straight ahead .,,,,,,,,,
43,5,,child,how_about +...,,,,,,,,,
43,5,,child,how_about James carrying ?,,,,,,,,,
43,5,,parent,&xxx carrying .,,,,,,,,,
43,5,,parent,do you want James &xxx on your train table ?,,,,,,train; table,,train; table,
43,5,,child,yes .,,,,,,,,,
43,5,0:04:36,child,he want to go down here .,point,back of bench,back of bench,Disambiguate,,,,,
43,5,,parent,&oh .,,,,,,,,,
43,5,,parent,what's he carrying ?,,,,,,,,,
43,5,,child,probably some coal .,,,,,,coal,,coal,
43,5,,parent,some coal .,,,,,,coal,,coal,
43,5,,parent,in the topper car ?,,,,,,car,,car,
43,5,,child,how_about I do the topper car .,,,,,,car,,car,
43,5,,parent,the boxcar ?,,,,,,boxcar,,boxcar,
43,5,,child,what it has in it ?,,,,,,,,,
43,5,,parent,maybe it has books .,,,,,,book,,book,
43,5,,child,probably has boxes .,,,,,,box,,box,
43,5,,parent,boxes in a boxcar ?,,,,,,box; boxcar,,box; boxcar,
43,5,,child,how_about next to boxcar ?,,,,,,boxcar,,boxcar,
43,5,,parent,maybe a dump+truck ?,,,,,,dumptruck,,dumptruck,
43,5,,child,and caboose .,,,,,,caboose,,caboose,
43,5,,parent,caboose is at the end .,,,,,,caboose,,caboose,
43,5,,parent,maybe it has a boxcar of # a whole bunch of balls ?,,,,,,boxcar; ball,,boxcar; ball,
43,5,,child,no .,,,,,,,,,
43,5,,parent,no ?,,,,,,,,,
43,5,,parent,bunch of toys ?,,,,,,toy,,toy,
43,5,,child,no .,,,,,,,,,
43,5,,parent,with a giant Excavator ?,,,,,,excavator,,excavator,
43,5,,child,no .,,,,,,,,,
43,5,,child,not truck .,,,,,,truck,,truck,
43,5,,parent,"&uh, bowling pins ?",,,,,,bowling_pin,,bowling_pin,
43,5,,child,no .,,,,,,,,,
43,5,,child,hmm .,,,,,,,,,
43,5,,child,how_about in a boxcar ?,,,,,,boxcar,,boxcar,
43,5,0:05:39,parent,maybe some water+melon .,,,,,,watermelon,,watermelon,
43,5,,parent,maybe a bunch of watermelons .,,,,,,watermelon,,watermelon,
43,5,,parent,and cantaloupes and honeydews ?,,,,,,cantaloupe; honeydew,,canteloupe; honeydew,
43,5,,parent,all kinds of melons .,,,,,,melon,,melon,
43,5,,child,probably melon ball .,,,,,,melon; ball,,melon; ball,
43,5,,parent,"melon ball, sure .",,,,,,melon; ball,,melon; ball,
43,5,,child,cantaloupe .,,,,,,cantaloupe ,,cantaloupe ,
43,5,,parent,"I don't have any cantaloupe, honey .",,,,,,cantaloupe ,,cantaloupe ,
43,5,,parent,just water+melon .,,,,,,watermelon,,watermelon,
43,5,,parent,"we'll get some at the grocery store, okay ?",,,,,,grocery_store,,grocery_store,
43,5,,child,cantaloupe .,,,,,,cantaloupe ,,cantaloupe ,
43,5,,child,I laughing .,,,,,,,,,
43,5,0:06:37,parent,you are laughing .,,,,,,,,,
43,5,,parent,let me see that belly .,,,,,,tummy,,tummy,
43,5,,parent,it all full of water+melon ?,,,,,,watermelon,,watermelon,
43,5,,parent,&ah !,,,,,,,,,
43,5,,parent,there it is .,,,,,,,,,
43,5,,parent,what happens when you eat the water+melon ?,,,,,,watermelon,,watermelon,
43,5,,parent,"when you eat it, where does it go ?",,,,,,,,,
43,5,0:06:58,child,in +...,palm,in tummy,in tummy,Disambiguate,,,tummy,tummy,
43,5,0:07:01,child,in my tummy .,palm,in tummy,in tummy,Reinforce,,tummy,tummy,tummy,
43,5,,parent,into your tummy .,,,,,,tummy,,tummy,
43,5,,parent,into your stomach .,,,,,,tummy,,tummy,
43,5,,parent,what's your stomach do ?,,,,,,tummy,,tummy,
43,5,0:07:14,parent,break it up into tiny little pieces ?,,,,,,,,,
43,5,0:07:20,parent,the water+melon's in there .,palm,C's stomach/ watermelon in stomach,C's stomach/ watermelon in stomach,Reinforce,,watermelon,tummy; watermelon,tummy; watermelon,
43,5,0:07:23,parent,you eat it and it goes down through and goes into your stomach .,point.iconic.point,C's mouth.downward.C's stomch,C's mouth.path from mouth to stomach. stomach,Add,,tummy,mouth; tummy,mouth; tummy,
43,5,0:07:31,child,it goes down my and into my tummy .,iconic,downward,,Reinforce,,tummy,,tummy ,
43,5,,parent,yes .,,,,,,,,,
43,5,,parent,stomach .,,,,,,tummy,,tummy,
43,5,,child,stomach .,,,,,,tummy,,tummy,
43,5,,parent,yes .,,,,,,,,,
43,5,,parent,and then your stomach breaks it up into little pieces .,,,,,,tummy,,tummy,
43,5,,parent,so your body can use it for energy .,,,,,,body,,body,
43,5,0:08:11,child,it goes down .,iconic,downward,,Reinforce,,,,,
43,5,0:08:17,child,it goes down my and into my tummy .,iconic,downward,,Reinforce,,tummy,,tummy,
43,5,,parent,yep .,,,,,,,,,
43,5,,child,I can white seed .,,,,,,seed,,seed,
43,5,,child,no .,,,,,,,,,
43,5,,parent,those seeds are okay .,,,,,,seed,,seed,
43,5,,parent,you don't want to eat the big black seeds .,,,,,,seed,,seed,
43,5,,parent,you can eat the little white seeds .,,,,,,seed,,seed,
43,5,0:08:56,child,,shake,no,,Only Gesture,,,,,
43,5,,child,not eat black seed .,shake~,no,,Reinforce,,seed,,seed,
43,5,,child,no .,shake~,no,,Reinforce,,,,,
43,5,0:09:01,parent,not the big black seeds .,shake,no,,Reinforce,,seed,,seed,
43,5,,child,the white +...,,,,,,,,,
43,5,,parent,the white seeds are okay .,,,,,,seed,,seed,
43,5,,child,how_about the black seeds ?,,,,,,seed,,seed,
43,5,,parent,"no, we took those out .",,,,,,,,,
43,5,,parent,can't eat those .,,,,,,,,,
43,5,,child,big water+melon .,,,,,,watermelon,,watermelon,
43,5,,child,it big .,,,,,,,,,
43,5,,child,giant dump+truck .,,,,,,dumptruck,,dumptruck,
43,5,,child,dump all the &xxx .,,,,,,,,,
43,5,,child,you &xxx no .,,,,,,,,,
43,5,0:10:16,child,you &xxx .,,,,,,,,,
43,5,,child,don't .,,,,,,,,,
43,5,,child,I said +...,,,,,,,,,
43,5,,child,I said no@q .,,,,,,,,,
43,5,,child,I said no@q .,,,,,,,,,
43,5,,child,Mom .,,,,,,mom,,mom,
43,5,,child,&xxx the dirt .,,,,,,dirt,,dirt,
43,5,,child,"no, not +...",,,,,,,,,
43,5,,child,watch me .,,,,,,,,,
43,5,,child,watch me .,,,,,,,,,
43,5,,child,no .,,,,,,,,,
43,5,,child,&xxx sleeping .,,,,,,,,,
43,5,0:11:31,child,not yet .,,,,,,,,,
43,5,,child,this train &xxx .,,,,,,train,,train,
43,5,,child,this train +...,,,,,,train,,train,
43,5,,child,do .,,,,,,,,,
43,5,,child,a can do ?,,,,,,,,,
43,5,0:13:24,child,no .,,,,,,,,,
43,5,,child,not .,,,,,,,,,
43,5,,child,&xxx not you .,,,,,,,,,
43,5,,child,my tractor moving .,,,,,,tractor,,tractor,
43,5,,child,my tractor is moving .,,,,,,tractor,,tractor,
43,5,,parent,it is moving .,$,,,,,,,,
43,5,,parent,are you making it move ?,$,,,,,,,,
43,5,,child,this is a airplane .,,,,,,airplane,,airplane,
43,5,,parent,an airplane ?,$,,,,,airplane,,airplane,
43,5,,child,"sit on back of the airplane, Mom .",,,,,M and C at same time,airplane; mom,,airplane; mom,
43,5,,parent,where +...,$,,,,M and C at same time,,,,
43,5,,parent,where are you flying to ?,$,,,,,,,,
43,5,,child,hmm .,,,,,,,,,
43,5,,parent,hmm .,$,,,,,,,,
43,5,,parent,are you going on vacation ?,$,,,,,,,,
43,5,,parent,"where are you flying to, Lincoln ?",$,,,,,child,,child,
43,5,,child,probably to see Lucy .,,,,,,,,,
43,5,,parent,to see Lucy ?,$,,,,,,,,
43,5,,parent,where does she live ?,$,,,,,,,,
43,5,,child,in Oakland .,,,,,,,,,
43,5,,parent,"Oakland, California .",$,,,,,,,,
43,5,,child,Oakland_California .,,,,,,,,,
43,5,,child,I see the &xxx moving .,,,,,,,,,
43,5,,parent,it is .,$,,,,,,,,
43,5,0:14:40,child,how_about sit back of the airplane ?,palm,back of tractor pretend airplane,back of tractor pretend airplane,Reinforce,,airplane,airplane,airplane,
43,5,,child,"sit back of the airplane, Mom .",palm~,back of tractor pretend airplane,back of tractor pretend airplane,Reinforce,,airplane; mom,airplane,airplane; mom,
43,5,,parent,is there room ?,,,,,,,,,
43,5,,parent,whee !,,,,,,,,,
43,5,,parent,not much room for me .,,,,,,,,,
43,5,,parent,it's a little airplane .,,,,,,airplane,,airplane,
43,5,,child,can you ride on my little airplane ?,,,,,,airplane,,airplane,
43,5,0:15:00,parent,"look Lincoln, you're leaving tracks .",point,tracks,tracks,Reinforce,,child; track,track,child; track,
43,5,,parent,see ?,point~,tracks,tracks,Add,,,track,track ,
43,5,,parent,tracks in the mud .,,,,,,mud; track,,mud; track,
43,5,,child,hey look at a mud .,,,,,,mud,,mud,
43,5,,parent,,point,tracks,tracks,Only Gesture,,,track,track ,
43,5,,parent,a little track of the Excavator .,,,,,,track; excavator,,track; excavator,
43,5,,child,some more track .,,,,,,track ,,track ,
43,5,,parent,more tracks .,$,,,,,track,,track,
43,5,,child,tractor .,,,,,,tractor,,tractor,
43,5,,parent,huh ?,$,,,,,,,,
43,5,,child,how_about &xxx .,,,,,,,,,
43,5,,child,how_about sitting on a little airplane ?,,,,,,airplane,,airplane,
43,5,,child,sit on little airplane .,,,,,,airplane,,airplane,
43,5,,child,sit +...,,,,,,,,,
43,5,0:16:06,parent,I'm sitting on the big airplane over here .,$,,,,,airplane,,airplane,
43,5,,parent,where you flying ?,$,,,,,,,,
43,5,,parent,are you going to go to New_York_City ?,$,,,,,,,,
43,5,,parent,"careful honey, it might tip over .",$,,,,,,,,
43,5,,child,"Mom, ride on this airplane .",,,,,,mom; airplane,,mom; airplane,
43,5,,parent,just for a minute .,$,,,,,,,,
43,5,,parent,"there's not much room for me, honey .",$,,,,,,,,
43,5,,parent,can't really fit on .,,,,,,,,,
43,5,,parent,I'm too big .,,,,,,,,,
43,5,,child,whee .,,,,,,,,,
43,5,,parent,"whee, here we go .",,,,,,,,,
43,5,,parent,we going to go to New_York_City to visit Carla ?,,,,,,,,,
43,5,,child,hi Mom .,,,,,,mom,,mom,
43,5,,parent,hi sweetie .,,,,,,,,,
43,5,,parent,we taking off ?,,,,,,,,,
43,5,,parent,we going up in the air ?,,,,,,,,,
43,5,,child,no .,,,,,,,,,
43,5,,parent,are we landing ?,,,,,,,,,
43,5,,parent,we down on the ground ?,,,,,,floor,,floor,
43,5,,child,very slow .,,,,,,,,,
43,5,,parent,going slow .,$,,,,,,,,
43,5,,child,up .,,,,,,,,,
43,5,,child,arriba@f .,,,,,,,,,
43,5,0:17:08,parent,Arriba arriba .,$,,,,,,,,
43,5,,child,can Lilia up in the sky ?,,,,,,,,,
43,5,,parent,huh ?,$,,,,,,,,
43,5,,child,can Lilia lift me up in the sky ?,,,,,,,,,
43,5,,parent,"well, honey, you got to pretend .",$,,,,,,,,
43,5,,parent,you're too big and heavy to lift way up into the sky .,$,,,,,,,,
43,5,,child,"&oh, how_about in the sky ?",,,,,,,,,
43,5,,parent,clouds ?,$,,,,,cloud,,cloud,
43,5,0:17:25,child,,,,,,"gesture not in video, remembered from visit",,,,
43,5,0:17:25,parent,"look, there's a little tiny airplane way up there .",point,airplane in sky,airplane in sky,Reinforce,"gesture not in video, remembered from visit",airplane,airplane,airplane,
43,5,,parent,can you see it ?,point~,airplane in sky,airplane in sky,Disambiguate,,,airplane,airplane,
43,5,,parent,look over there .,point~,airplane in sky,airplane in sky,Disambiguate,,,airplane,airplane,
43,5,,parent,really tiny .,point~,tiny looking airplane,tiny looking airplane,Reinforce,,,airplane,airplane,
43,5,,parent,can you see it ?,point~,airplane in sky,airplane in sky,Disambiguate,,,airplane,airplane,
43,5,,child,where &xxx .,,,,,,,,,
43,5,0:17:36,parent,,point,airplane in sky,airplane in sky,Only Gesture,,,airplane,airplane,
43,5,0:17:43,parent,look .,point,airplane in sky,airplane in sky,Add,,,airplane,airplane,
43,5,,parent,see ?,point~,airplane in sky,airplane in sky,Add,,,airplane,airplane,
43,5,,parent,see it ?,point~,airplane in sky,airplane in sky,Disambiguate,,,airplane,airplane,
43,5,0:17:50,child,,point,airplane in sky,airplane in sky,Only Gesture,,,airplane,airplane,
43,5,,parent,very tiny .,,,,,,,,,
43,5,,parent,very very far away .,,,,,,,,,
43,5,0:17:55,child,,point,airplane in sky,airplane in sky,Only Gesture,,,airplane,airplane,
43,5,0:18:03,child,it making a contrail .,point,contrail,contrail,Reinforce,,contrail,contrail,contrail,
43,5,,parent,it is making a contrail .,$,,,,,contrail,,contrail,
43,5,,child,"it is making a contrail, Mom .",,,,,,contrail; mom,,contrail; mom,
43,5,,child,"&oh, &xxx Jimbo .",,,,,,,,,
43,5,,parent,is it Jimbo ?,$,,,,,,,,
43,5,,parent,Jimbo the jet ?,$,,,,,,,,
43,5,,parent,making a contrail through the sky ?,$,,,,,contrail,,contrail,
43,5,0:18:19,child,hi Jimbo .,wave,hello,,Reinforce,,,,,
43,5,,child,I see that .,,,,,,,,,
43,5,,child,I see the &xxx .,,,,,,,,,
43,5,,child,&xxx move .,,,,,,,,,
43,5,,child,"move, Mom .",,,,,,mom,,mom,
43,5,,child,he &xxx to move .,,,,,,,,,
43,5,,parent,huh ?,,,,,,,,,
43,5,,parent,moving very fast .,,,,,,,,,
43,5,,parent,it's almost gone .,,,,,,,,,
43,5,,parent,you can't even see it anymore .,,,,,,,,,
43,5,,child,it is going .,,,,,,,,,
43,5,,child,hey Thomas .,,,,,,,,,
43,5,,parent,sweetie .,,,,,,,,,
43,5,,parent,you tired ?,,,,,,,,,
43,5,,parent,you want to go inside ?,,,,,,,,,
43,5,,child,hi Thomas .,,,,,,,,,
43,5,,child,I miss you .,,,,,,,,,
43,5,,parent,I miss you too .,,,,,,,,,
43,5,,parent,"&oh, thank+you sweetie .",,,,,,,,,
43,5,,parent,thank+you .,,,,,,,,,
43,5,,child,thank+you .,,,,,,,,,
