subj,session,time,person,chat,form,gloss,obj,gs_rel,context,spoken_obj,gestured_obj,referent,comments
43,5,0:30:30,parent,no .,shake,no,,Reinforce,,,,,
43,5,,child,it in my mouth .,,,,,,mouth,,mouth,
43,5,,parent,"yeah, can I have it back ?",,,,,,,,,
43,5,,child,can you have it back ?,,,,,,,,,
43,5,,child,you need to sniff ?,,,,,,,,,
43,5,,parent,"yes, I need it so I can sniff .",,,,,,,,,
43,5,,parent,so I can smell .,,,,,,,,,
43,5,,parent,can you # can you give it back ?,,,,,,,,,
43,5,,parent,"&oh, thank+you .",,,,,,,,,
43,5,,parent,that's perfect .,,,,,,,,,
43,5,,child,&xxx no .,,,,,,,,,
43,5,,child,how_about to snow ?,,,,,,snow,,snow,
43,5,,parent,huh ?,$,,,,,,,,
43,5,,child,how_about it snow ?,,,,,,snow,,snow,
43,5,,parent,who's this ?,$,,,,,,,,
43,5,,child,yes .,,,,,,,,,
43,5,,parent,"&oh, I think it's Don .",$,,,,,,,,
43,5,,parent,"&oh, returning the barbeque .",,,,,,barbeque,,barbeque,
43,5,,child,,,,,,M to don,,,,
43,5,,parent,,,,,,M to don,,,,
43,5,,parent,"it's Don, Lincoln .",$,,,,,child,,child,
43,5,,parent,hi .,$,,,,,,,,
43,5,,child,,,,,,M to don,,,,
43,5,,parent,,,,,,M to don,,,,
43,5,,parent,here comes the barbeque .,$,,,,,barbeque,,barbeque,
43,5,0:31:41,child,,palm,BBQ,BBQ,Only Gesture,,,barbeque,barbeque,
43,5,0:31:41,parent,can you say good morning to Don ?,$,,,,,,,,
43,5,,child,,point,location on deck,location on deck,Only Gesture,,,,,
43,5,,child,right .,point~,location on deck,location on deck,Add,don has asked where barbeque goes,,,,
43,5,,parent,,,,,,don has asked where barbeque goes,,,,
43,5,,parent,right there .,,,,,,,,,
43,5,,child,right there .,,,,,,,,,
43,5,,parent,how's that ?,,,,,,,,,
43,5,,parent,that looks good .,,,,,,,,,
43,5,,child,hi Don .,,,,,,,,,
43,5,,child,hi Don .,,,,,,,,,
43,5,,child,can +...,,,,,,,,,
43,5,0:32:07,child,,pickup,lift C,,Only Gesture,,,,,
43,5,,child,take +...,pickup~,lift C,,Add,,,,,
43,5,,child,up in basket ?,,,,,,basket,,basket,
43,5,,parent,what's wrong ?,$,,,,,,,,
43,5,,parent,"go ahead, honey .",$,,,,,,,,
43,5,,parent,no .,$,,,,,,,,
43,5,,parent,"Lincoln, he can't do it later, okay honey ?",$,,,,,child,,child,
43,5,,parent,he can't stay real long .,$,,,,,,,,
43,5,,parent,no Lincoln .,$,,,,,child,,child,
43,5,,parent,he can't # he can't always do the basket .,$,,,,,basket,,basket,
43,5,,child,,,,,,M to don,,,,
43,5,,parent,,,,,,M to don,,,,
43,5,,parent,"come here, you want to kick one of the balls ?",,,,,,ball,,ball,
43,5,,child,can +...,,,,,,,,,
43,5,,parent,here .,,,,,,,,,
43,5,,child,can +...,,,,,,,,,
43,5,,parent,"here, wait wait .",,,,,,,,,
43,5,,parent,no .,,,,,,,,,
43,5,,parent,"I don't think # I'm not strong enough, Lincoln .",,,,,,child,,child,
43,5,,parent,to do that .,,,,,,,,,
43,5,,parent,you can juggle .,,,,,,,,,
43,5,,parent,want to kick ?,,,,,,,,,
43,5,0:33:06,parent,watch .,,,,,,,,,
43,5,,parent,are you juggling ?,,,,,,,,,
43,5,0:33:11,child,how_about Mom juggle ?,hold+hold,take ball +take ball,ball+ball,Add,,mom,,mom,
43,5,0:33:12,parent,,palm+palm,give red ball+give purple ball,red ball+purple ball,Only Gesture,,,ball,ball,
43,5,,parent,I can't juggle .,,,,,,,,,
43,5,,parent,that's Mike that can juggle .,,,,,,,,,
43,5,,child,how Mom juggle ?,,,,,,,,,
43,5,,parent,"aw, sweetie, I don't know how to juggle .",,,,,,,,,
43,5,0:33:26,parent,can you juggle ?,hold,take purple ball,purple ball,Add,,,,,
43,5,,parent,you want to catch the ball ?,,,,,,ball,,ball,
43,5,,parent,you stand right there and I'm going to throw you the purple ball .,,,,,,ball,,ball,
43,5,,parent,ready ?,,,,,,,,,
43,5,,parent,put your arms out .,demo,putting out arms,,Add,,arm,,arm,
43,5,,parent,get ready to catch it .,,,,,,,,,
43,5,0:33:32,child,,palm,give ball,ball,Only Gesture,,,ball,ball,
43,5,,child,a thank+you .,,,,,,,,,
43,5,,parent,you're+welcome .,,,,,,,,,
43,5,,parent,"here, you want a bigger one ?",,,,,,,,,
43,5,,parent,a hardhat's in there too .,,,,,,hardhat,,hardhat,
43,5,,parent,here .,,,,,,,,,
43,5,,parent,use the squishy ball .,,,,,,ball,,ball,
43,5,,child,&xxx are these ?,,,,,,,,,
43,5,,parent,those are bowling pins .,,,,,,bowling_pin,,bowling_pin,
43,5,,child,how +...,,,,,,,,,
43,5,,child,how_about stand them ?,,,,,,,,,
43,5,,child,I stand them right +...,,,,,,,,,
43,5,,parent,here .,$,,,,,,,,
43,5,,child,right here .,,,,,,,,,
43,5,,child,how_about stand them ?,,,,,,,,,
43,5,,parent,I wonder if they'll stand .,,,,,,,,,
43,5,,child,yes .,,,,,,,,,
43,5,,child,yes .,,,,,,,,,
43,5,,child,,,,,,wind is blowing,,,,
43,5,,parent,,,,,,wind is blowing,,,,
43,5,0:34:45,parent,"&oh, the wind knocked them over .",$,,,,,,,,
43,5,,child,uh+oh .,,,,,,,,,
43,5,,child,can stand right here .,,,,,,,,,
43,5,,child,I'm stand right here .,,,,,,,,,
43,5,,child,how_about &xxx .,,,,,,,,,
43,5,,parent,here .,$,,,,,,,,
43,5,,child,stand them .,,,,,,,,,
43,5,,child,stand them .,,,,,,,,,
43,5,,parent,a little tricky .,,,,,,,,,
43,5,,child,"hey, stand the yellow one .",,,,,,,,,
43,5,,parent,"okay, and get +...",palm,give yellow pin,yellow pin,Add,,,bowling_pin,bowling_pin,
43,5,0:35:11,parent,there's another blue one behind you .,point,blue bowling pin,blue bowling pin,Reinforce,,,bowling_pin,bowling_pin,
43,5,0:35:13,parent,,palm,give bowling pin,bowling pin,Only Gesture,,,bowling_pin,bowling_pin,
43,5,0:35:19,child,there it is .,hold,take bowling pin,bowling pin,Add,,,,,
43,5,0:35:19,parent,,palm,give bowling pin,bowling pin,Only Gesture,,,bowling_pin,bowling_pin,
43,5,,parent,"okay, then you +...",,,,,,,,,
43,5,,parent,soon as I get the blue one you # stand it up you roll the ball and try to knock them over .,,,,,,ball,,ball,
43,5,,parent,"there, you did it .",,,,,,,,,
43,5,,parent,"good job, Lincoln .",,,,,,child,,child,
43,5,,child,yay bowling .,,,,,,,,,
43,5,,parent,bowling .,,,,,,,,,
43,5,,child,can I knock them down ?,,,,,M and C at once,,,,
43,5,,parent,"yeah, let me +...",,,,,M and C at once,,,,
43,5,,child,knock .,,,,,,,,,
43,5,,parent,wait a second .,,,,,,,,,
43,5,,parent,let me get them all standing again .,,,,,,,,,
43,5,,parent,okay .,,,,,,,,,
43,5,,parent,go ahead .,,,,,,,,,
43,5,,parent,roll it .,,,,,,,,,
43,5,,parent,you can just roll it from right there .,,,,,,,,,
43,5,0:35:46,parent,go like this and roll it .,iconic,rolling,,Reinforce,,,,,
43,5,0:35:48,child,can I knock it down ?,,,,,,,,,
43,5,0:35:48,parent,,point,bowling pin,bowling pin,Only Gesture,,,bowling_pin,bowling_pin,
43,5,,parent,yeah .,point,bowling pin,bowling pin,Add,,,bowling_pin,bowling_pin,
43,5,,parent,roll it toward the pin .,iconic,toward pin,,Reinforce,,bowling_pin,,bowling_pin,
43,5,,parent,very good .,,,,,,,,,
43,5,,parent,there they go .,,,,,,,,,
43,5,,parent,okay .,,,,,,,,,
43,5,,child,yay bowling .,,,,,,,,,
43,5,,parent,bowling .,,,,,,,,,
43,5,,parent,you like bowling ?,,,,,,,,,
43,5,,child,yes .,,,,,,,,,
43,5,,parent,we could go to a bowling alley .,,,,,,bowling_alley,,bowling_alley,
43,5,,child,yay bowling .,,,,,,,,,
43,5,,parent,yay .,,,,,,,,,
43,5,,parent,bowling .,,,,,,,,,
43,5,,child,yay bowling .,,,,,,,,,
43,5,0:36:16,parent,look Lincoln .,point,iris bud,iris bud,Add,,child,flower_bud,child; flower_bud,
43,5,,parent,that's a bud .,hold,iris bud,iris bud,Reinforce,,flower_bud,flower_bud,flower_bud,
43,5,,parent,it's going to be an iris plant .,hold~,iris bud,iris bud,Reinforce,,iris,iris,iris,
43,5,,parent,Iris flower .,,,,,,iris,,iris,
43,5,,parent,what did you put that one over there for ?,,,,,,,,,
43,5,,child,knock down yellow .,,,,,,,,,
43,5,,parent,okay .,,,,,,,,,
43,5,,parent,the ball .,,,,,,ball,,ball,
43,5,,parent,stand up .,,,,,,,,,
43,5,0:36:35,parent,,point,location,location,Only Gesture,,,,,
43,5,,parent,stand back there .,,,,,,,,,
43,5,0:36:36,parent,stand up .,hold,take ball,ball,Add,,,,,
43,5,,child,&xxx had a blue one .,point,location where pin should be,location where pin should be,Unclear,,,,,
43,5,0:36:38,parent,over there .,point,blue pin,blue pin,Disambiguate,,,bowling_pin,bowling_pin,
43,5,,parent,you want to get it for me ?,,,,,,,,,
43,5,,parent,&oh &oh .,,,,,,,,,
43,5,,parent,uhoh .,,,,,,,,,
43,5,,parent,"uhoh, the wind's blowing .",,,,,,,,,
43,5,,parent,we'll wait until there's no wind .,,,,,,,,,
43,5,,parent,I guess the wind wanted to bowl too .,,,,,,,,,
43,5,0:37:01,child,how_about that blue one ?,,,,,,,,,
43,5,0:37:01,parent,the +...,point,blue pin,blue pin,Add,,,bowling_pin,bowling_pin,
43,5,,parent,hand it to me .,,,,,,,,,
43,5,0:37:05,child,okay .,,,,,,,,,
43,5,0:37:05,parent,,palm,give blue pin,blue pin,Only Gesture,,,bowling_pin,bowling_pin,
43,5,,child,,hold,take blue pin,blue pin,Only Gesture,,,,,
43,5,0:37:07,child,here you go .,hold~,take blue pin,blue pin,Add,,,,,
43,5,,parent,thank+you .,,,,,,,,,
43,5,,child,thank+you .,,,,,,,,,
43,5,,parent,good job .,,,,,,,,,
43,5,,parent,you did it .,,,,,,,,,
43,5,,child,one .,,,,,,,,,
43,5,,child,can +...,,,,,,,,,
43,5,,child,separate .,,,,,,,,,
43,5,,parent,where's the other one ?,,,,,,,,,
43,5,,child,&xxx Mom .,,,,,,mom,,mom,
43,5,0:37:35,parent,I need the other blue one .,flip,exclamation,,Reinforce,,,,,
43,5,0:37:38,child,here it is .,,,,,,,,,
43,5,0:37:38,parent,,palm,give blue pin,blue pin,Only Gesture,,,bowling_pin,bowling_pin,
43,5,,child,wait for the wind .,,,,,,,,,
43,5,,parent,huh ?,,,,,,,,,
43,5,,parent,you're waiting for the wind ?,,,,,,,,,
43,5,,parent,"no, you should do it now because there's no wind .",,,,,,,,,
43,5,,parent,"if the wind blows, it'll knock them down .",,,,,,,,,
43,5,,parent,don't you want to knock them down ?,,,,,,,,,
43,5,,parent,good .,,,,,,,,,
43,5,,parent,hear the birdies .,,,,,,bird,,bird,
43,5,,child,ball pop .,,,,,,ball,,ball,
43,5,,parent,what are you doing ?,,,,,,,,,
43,5,,child,pop .,,,,,,,,,
43,5,,child,"&oh, I popped it .",,,,,,,,,
43,5,,parent,you popped it ?,,,,,,,,,
43,5,,parent,"uhoh, the wind blew them over .",,,,,,,,,
43,5,,child,&xxx horse .,,,,,C pretending the ball is a horse?,horse,,horse,
43,5,,parent,,,,,,C pretending the ball is a horse?,,,,
43,5,,child,pop .,,,,,,,,,
43,5,,child,pop .,,,,,,,,,
43,5,,parent,why don't you kick it ?,,,,,,,,,
43,5,,parent,here .,,,,,,,,,
43,5,,parent,stand back there .,,,,,,,,,
43,5,,parent,kick the ball .,,,,,,ball,,ball,
43,5,,parent,want to kick it ?,,,,,,,,,
43,5,0:39:16,parent,,hold,take ball,ball,Only Gesture,,,,,
43,5,,parent,want to catch it ?,,,,,,,,,
43,5,0:39:18,parent,do you want to throw it to me ?,palm,give ball,ball,Reinforce,,,ball,ball,
43,5,,child,&xxx smoosh .,,,,,,,,,
43,5,,parent,smush .,,,,,,,,,
43,5,0:39:31,parent,,palm,give ball,ball,Only Gesture,,,ball,ball,
43,5,,parent,&oh .,palm~,give ball,ball,Add,,,ball,ball,
43,5,,child,Lilia .,,,,,,,,,
43,5,0:39:49,child,,,,,,unclear when gesture began,,,,
43,5,0:39:49,parent,can you throw it to me ?,palm,give ball,ball,Reinforce,unclear when gesture began,,ball,ball,
43,5,,parent,"good throw, Lincoln .",,,,,,child,,child ,
43,5,,parent,"okay, stand right there .",,,,,,,,,
43,5,,parent,now wait .,,,,,,,,,
43,5,,parent,I'm going to throw it to you .,,,,,,,,,
43,5,,parent,put your arms out and you can catch it .,,,,,,arm,,arm,
43,5,0:39:58,parent,put your arms like this .,demo,put arms out,,Add,,arm,,arm,
43,5,,parent,make a basket .,,,,,,basket,,basket,
43,5,,parent,okay .,,,,,,,,,
43,5,0:40:05,parent,,palm,give ball,ball,Only Gesture,,,ball,ball,
43,5,,parent,stand right there .,,,,,,,,,
43,5,,parent,ready ?,,,,,,,,,
43,5,,parent,throw it over your head ?,,,,,,head,,head,
43,5,,parent,ready ?,,,,,,,,,
43,5,,parent,over your head .,,,,,,head,,head,
43,5,,child,I want &xxx .,,,,,,,,,
43,5,,child,whoa .,,,,,,,,,
43,5,,parent,over your head .,,,,,,head,,head,
43,5,,parent,can you kick it ?,,,,,,,,,
43,5,,parent,can you kick it to me ?,,,,,,,,,
43,5,0:40:58,child,I hurt me .,hold,C's L hand,C's L hand,Disambiguate,,,hand,hand,
43,5,0:41:00,parent,what did you do ?,palm,give C's hand,C's hand,Add,,,hand,hand,
43,5,,child,yes .,,,,,,,,,
43,5,,child,I hurt me .,,,,,,,,,
43,5,,parent,that better ?,,,,,,,,,
43,5,,child,yes .,,,,,,,,,
43,5,,child,play ball .,,,,,,ball,,ball,
43,5,,parent,over your head .,,,,,,head,,head,
43,5,0:41:14,child,ow .,hold+hold,L hand+R hand,L hand+R hand,Add,,,hand,hand,
43,5,,parent,what did you do ?,,,,,,,,,
43,5,0:41:15,child,two booboos .,hold~+hold~,scar on L scar on hand+R hand,scar on L scar on hand+R hand,Reinforce,,scar,scar,scar,
43,5,0:41:15,parent,,palm,give C's hands,C's hands,Only Gesture,,,hand,hand,
43,5,,parent,two booboos ?,,,,,,scar,,scar,
43,5,0:41:17,parent,,palm,give C's hand,C's hand,Only Gesture,,,hand,hand,
43,5,,parent,come here .,,,,,,,,,
43,5,,parent,"&oh, I think you scratched it with your nails .",,,,,,nail,,nail,
43,5,,parent,there .,,,,,,,,,
43,5,,child,can I throw it ?,,,,,,,,,
43,5,0:41:28,parent,yes .,palm,give ball,ball,Add,,,ball,ball,
43,5,0:41:34,parent,throw it to me .,palm,give ball,ball,Reinforce,,,ball,ball,
43,5,,parent,okay .,,,,,,,,,
43,5,,parent,ready ?,,,,,,,,,
43,5,,parent,want me throw it to you or you want me to throw it +...,,,,,,,,,
43,5,,parent,want me throw it over ?,,,,,,,,,
43,5,,parent,over you or to you ?,,,,,,,,,
43,5,0:41:44,child,from me .,palm,give ball,ball,Add,,,ball,ball,
43,5,,parent,okay .,,,,,,,,,
43,5,,parent,"&oh, you almost caught it .",,,,,,,,,
43,5,,child,can +...,,,,,,,,,
43,5,,child,uh+oh .,,,,,,,,,
43,5,,child,how_about going to get into ?,,,,,,,,,
43,5,,parent,hmm ?,,,,,,,,,
43,5,,child,how_about going to roll into ?,,,,,,,,,
43,5,,parent,roll into the grass ?,,,,,,grass,,grass,
43,5,,child,&oh .,,,,,,,,,
43,5,,child,one .,,,,,,,,,
43,5,,child,one two three .,,,,,,,,,
43,5,,parent,one two three .,,,,,,,,,
43,5,,child,how_about it go fall into .,,,,,,,,,
43,5,,child,how_about fall into ?,,,,,,,,,
43,5,0:42:44,parent,what did it fall into ?,,,,,,,,,
43,5,,child,yes .,,,,,,,,,
43,5,,parent,what ?,,,,,,,,,
43,5,,parent,the grass ?,,,,,,grass,,grass,
43,5,,child,,,,,,C has knocked the slide over,,,,
43,5,,parent,careful .,,,,,C has knocked the slide over,,,,
43,5,,child,I fall over .,,,,,,,,,
43,5,,parent,I know .,,,,,,,,,
43,5,,parent,can you lift it back up ?,,,,,,,,,
43,5,,child,who going to help me .,,,,,,,,,
43,5,,parent,you can do it .,,,,,,,,,
43,5,,parent,let's see .,,,,,,,,,
43,5,0:43:15,child,who going to help me ?,flip,don't know,,Reinforce,,,,,
43,5,,parent,you need help ?,,,,,,,,,
43,5,,child,who +...,,,,,,,,,
43,5,,child,"help me, Mom .",,,,,,mom,,mom,
43,5,,parent,you get to do it .,,,,,,,,,
43,5,,parent,I've seen you lift that before .,,,,,,,,,
43,5,,child,I &xxx sand .,,,,,,sand,,sand,
43,5,,child,how_about &xxx sand .,,,,,,sand,,sand,
43,5,,parent,you got it ?,$,,,,,,,,
43,5,,parent,want help ?,$,,,,,,,,
43,5,,child,how_about &xxx sand .,,,,,,sand,,sand,
43,5,,child,&oh &xxx .,,,,,,,,,
43,5,,parent,where do you want it ?,,,,,,,,,
43,5,,parent,right here ?,,,,,,,,,
43,5,,child,right +...,,,,,,,,,
43,5,,child,right here .,palm,location,location,Disambiguate,,,,,
43,5,,parent,is he # is he going to +...,,,,,,,,,
43,5,,parent,right here ?,,,,,,,,,
43,5,,child,in the grass .,,,,,,grass,,grass,
43,5,,child,the grass .,,,,,,grass,,grass,
43,5,,parent,is he going to help you lift it up ?,,,,,,,,,
43,5,,child,yes .,,,,,,,,,
43,5,,child,yes .,,,,,,,,,
43,5,,child,going to help lift it .,,,,,,,,,
43,5,,child,okay .,,,,,,,,,
43,5,,child,"&oh, let's lift that &xxx .",,,,,,,,,
43,5,,child,I doing it and I'm +...,,,,,,,,,
43,5,,child,"I'm doing it, Mom .",,,,,,mom,,mom,
43,5,,parent,you are .,$,,,,,,,,
43,5,,parent,good job .,$,,,,,,,,
43,5,,parent,with a little help from the Excavator ?,$,,,,,excavator,,excavator,
43,5,,parent,yay !,$,,,,,,,,
43,5,,child,I did it .,,,,,,,,,
43,5,,child,I did it .,,,,,,,,,
43,5,,child,yay .,,,,,,,,,
43,5,,child,now I should put +...,,,,,,,,,
43,5,,child,how_about Mom sit down ?,iconic,downward,,Reinforce,,mom,,mom,
43,5,0:44:46,child,how_about Mom sit down ?,iconic,downward,,Reinforce,,mom,,mom,
43,5,,parent,can you say sit down please ?,$,,,,,,,,
43,5,0:44:51,child,sit down please Mom .,iconic,downward,,Reinforce,,mom,,mom,
43,5,,parent,"okay, Lincoln .",$,,,,,child,,child,
43,5,0:44:58,child,how Mom sit down here ?,point,down at end of slide,down at end of slide,Disambiguate,,mom,,mom,
43,5,0:45:04,child,how_about Mom sit down close to me ?,point,down at end of slide,down at end of slide,Disambiguate,,mom,,mom,
43,5,,child,sit down close .,,,,,,,,,
43,5,,parent,"&oh, I know what you want .",,,,,,,,,
43,5,,child,sit down close .,,,,,,,,,
43,5,,parent,wet over here .,,,,,,,,,
43,5,,parent,come here .,,,,,,,,,
43,5,,child,put your hand up .,,,,,,hand,,hand,
43,5,,parent,"&oh, okay .",,,,,,,,,
43,5,0:45:14,parent,come here .,iconic,pinching/tickling,,Add,,,,,
43,5,,parent,Lincoln .,iconic~,pinching/tickling,,Add,,child,,child,
43,5,,parent,I got you .,,,,,,,,,
43,5,,parent,"okay, go ahead .",,,,,,,,,
43,5,0:45:25,parent,,iconic,pinching,,Only Gesture,,,,,
43,5,0:45:26,parent,you going to climb back up ?,point,up at top of slide,up at top of slide,Disambiguate,,,,,
43,5,,parent,climb back up again .,,,,,,,,,
43,5,0:45:27,parent,,iconic,pinching,,Only Gesture,,,,,
43,5,0:45:32,parent,come on .,iconic,pinching,,Add,,,,,
43,5,,child,&uh .,,,,,,,,,
43,5,,child,a there crabs .,,,,,,crab,,crab,
43,5,,parent,crab .,,,,,,crab,,crab,
43,5,,parent,"okay, come on .",,,,,,,,,
43,5,0:45:48,parent,,come,come here,,Only Gesture,,,,,
43,5,,child,there crabs .,,,,,,crab,,crab,
43,5,,parent,"no, there aren't any crabs .",,,,,,crab,,crab,
43,5,,parent,"okay, come on .",,,,,,,,,
43,5,,child,can +...,,,,,,,,,
43,5,,parent,you going to slide down ?,,,,,,,,,
43,5,0:45:58,child,can +...,,,,,,,,,
43,5,0:45:58,parent,just me .,iconic,pinching,,Add,,,,,
43,5,,child,a there crabs .,,,,,,crab,,crab,
43,5,0:46:04,parent,no .,,,,,,,,,
43,5,,parent,they're Mommy's little # Mommy # Mommy pinchers .,iconic,pinching,,Add,,mom,,mom,
43,5,,parent,come on .,iconic,pinching,,Add,,,,,
43,5,,parent,I'm going to get you .,,,,,,,,,
43,5,0:46:12,parent,come on .,iconic,pinching,,Add,,,,,
43,5,,child,Mom .,,,,,,mom,,mom,
43,5,0:46:13,parent,I'm going to get you .,iconic,pinching,,Add,,,,,
43,5,,parent,are you warm ?,come,come here,,Add,,,,,
43,5,0:46:27,parent,you want me take your sweater off ?,come~,come here,,Add,,sweater,,sweater,
43,5,,parent,come here .,come~,come here,,Reinforce,,,,,
43,5,,parent,come here .,come~,come here,,Reinforce,,,,,
43,5,,child,&xxx my crab .,,,,,,crab,,crab,
43,5,,parent,okay .,,,,,,,,,
43,5,,parent,let me see .,,,,,,,,,
43,5,,child,open my crab .,,,,,,crab,,crab,
43,5,,parent,can you get that part off ?,,,,,,,,,
43,5,,parent,can you do it ?,,,,,,,,,
43,5,,parent,pull .,,,,,,,,,
43,5,,parent,there .,,,,,,,,,
43,5,,child,here I come .,,,,,,,,,
43,5,0:47:05,parent,,palm,bottom of slide,bottom of slide,Only Gesture,,,,,
43,5,,parent,here you come .,,,,,,,,,
43,5,,parent,it's like a drum .,,,,,,drum,,drum,
43,5,,child,wow .,,,,,,,,,
43,5,0:47:14,parent,,come,come here,,Only Gesture,,,,,
43,5,0:47:15,parent,,iconic,pinching,,Only Gesture,,,,,
43,5,,parent,you # you're # you're stuck .,,,,,,,,,
43,5,,child,I stuck in .,,,,,,,,,
43,5,,parent,you can't get away .,,,,,,,,,
43,5,,child,I stuck in .,,,,,,,,,
43,5,,child,I stuck in .,,,,,,,,,
43,5,,child,I stuck in .,,,,,,,,,
43,5,,child,I stuck in .,,,,,,,,,
43,5,,parent,you're stuck in the mud ?,,,,,,mud,,mud,
43,5,,child,I not stuck in mud .,,,,,,mud,,mud,
43,5,,parent,I think you are .,,,,,,,,,
43,5,,child,how_about stuck in ?,,,,,,,,,
43,5,,child,I not stuck in mud .,,,,,M and C at same time,mud,,mud,
43,5,,parent,I'm going to tickle you .,,,,,M and C at same time,,,,
43,5,,parent,you going to get on the slide again ?,,,,,,slide,,slide,
43,5,,child,not stuck in mud .,,,,,,mud,,mud,
43,5,,parent,no ?,,,,,,,,,
43,5,,parent,what are you stuck in ?,,,,,,,,,
43,5,,child,I stuck in .,,,,,,,,,
43,5,,child,"&oh, how_about stuck in ?",,,,,,,,,
43,5,,child,&xxx cement .,,,,,,cement,,cement,
43,5,,parent,cement ?,,,,,,cement,,cement,
43,5,,child,who put me in here ?,,,,,,,,,
43,5,0:48:12,parent,maybe the Excavator did .,point,excavator truck,excavator truck,Reinforce,,excavator,excavator,excavator,
43,5,,child,"no, not Excavator .",,,,,,excavator,,excavator,
43,5,,parent,maybe you did .,,,,,,,,,
43,5,,parent,"Lincoln, be careful .",,,,,,child,,child,
43,5,0:48:48,parent,,come,come here,,Only Gesture,,,,,
43,5,,child,a get crabs .,,,,,,crab,,crab,
43,5,0:48:48,parent,,iconic,pinching,,Only Gesture,,,,,
43,5,,child,a crabs .,,,,,,crab,,crab,
43,5,,parent,you want to do a wheel+barrow ?,,,,,,wheelbarrow,,wheelbarrow,
43,5,0:49:02,child,"no, wheel+barrow down .",,,,,,wheelbarrow,,wheelbarrow,
43,5,0:49:02,parent,,come,come here,,Only Gesture,,,,,
43,5,,parent,come on .,come~,come here,,Reinforce,,,,,
43,5,,parent,come on .,,,,,,,,,
43,5,,child,ow .,,,,,,,,,
43,5,0:49:26,parent,you're not .,shake,no,,Reinforce,,,,,
43,5,,child,a stop barfing .,,,,,,,,,
43,5,,child,stop barfing .,,,,,,,,,
43,5,,child,no .,,,,,,,,,
43,5,0:49:34,parent,"hey, don't say no .",shake,no,,Reinforce,,,,,
43,5,,parent,it's not nice .,,,,,,,,,
43,5,0:49:34,child,stop barfing .,iconic,vomiting/ barfing,,Reinforce,,,,,
43,5,,parent,come on .,,,,,,,,,
43,5,,child,no .,,,,,,,,,
43,5,,child,ow .,,,,,,,,,
43,5,,child,ow .,,,,,M and C at same time,,,,
43,5,,parent,come on .,,,,,M and C at same time,,,,
43,5,,parent,tummy time .,,,,,,tummy,,tummy,
43,5,,child,I no .,,,,,,,,,
43,5,,child,no .,,,,,,,,,
43,5,,child,no .,,,,,,,,,
43,5,,child,no .,,,,,,,,,
43,5,,child,no .,,,,,,,,,
43,5,,child,what she trip me ?,,,,,,,,,
43,5,,parent,huh ?,,,,,,,,,
43,5,,child,&oh .,,,,,,,,,
43,5,,parent,you getting tired ?,,,,,,,,,
43,5,,child,I'm sleeping on slide .,,,,,,,,,
43,5,,parent,is it comfortable ?,,,,,,,,,
43,5,0:50:35,child,I'm sleeping on the grass .,,,,,,grass,,grass,
43,5,0:50:35,parent,"okay, you can take a nap right there .",,,,,,,,,
43,5,0:50:42,child,,,,,,gesture not in video; remembered from visit,,,,
43,5,0:50:42,parent,you can use that # use that little ball as a pillow .,point,ball,ball,Reinforce,gesture not in video; remembered from visit,ball; pillow,ball,ball; pillow,
43,5,,parent,it's comfy .,$,,,,,,,,
43,5,,parent,it's squishy .,$,,,,,,,,
43,5,,child,can tummy on here ?,,,,,,tummy,,tummy,
43,5,,parent,"no, the cement's hard .",$,,,,,cement,,cement,
43,5,,parent,lay on the grass .,$,,,,,grass,,grass,
43,5,,parent,it's soft .,$,,,,,,,,
43,5,,child,wake .,,,,,,,,,
43,5,,parent,are you awake now ?,$,,,,,,,,
43,5,,child,how &xxx on the slide .,,,,,,,,,
43,5,,child,&xxx I fell down slide .,,,,,,,,,
43,5,,child,how my turn falling down slide .,,,,,,,,,
43,5,,child,hey Mom .,,,,,,mom,,mom,
43,5,,child,how +...,,,,,,,,,
43,5,,child,my turn .,,,,,,,,,
43,5,,child,close to me .,,,,,,,,,
43,5,,child,close .,,,,,,,,,
43,5,,child,close .,,,,,,,,,
43,5,,child,can +...,,,,,,,,,
43,5,0:52:02,child,can &xxx .,point,bottom of slide,bottom of slide,Unclear,,,,,
43,5,,parent,"yeah, I can .",$,,,,,,,,
43,5,,parent,do you want another bite ?,$,,,,,,,,
43,5,,parent,want another bite ?,,,,,,,,,
43,5,,parent,okay .,,,,,,,,,
43,5,,child,how my turn .,,,,,,,,,
43,5,,child,here I come .,,,,,,,,,
43,5,,parent,here you come .,,,,,,,,,
43,5,,child,whee .,,,,,,,,,
43,5,0:52:29,parent,one two three .,come,come here,,Add,,,,,
43,5,,parent,want to do a somersault ?,,,,,,,,,
43,5,,child,no .,,,,,,,,,
43,5,,child,no .,,,,,M and C at same time,,,,
43,5,,parent,ready ?,,,,,M and C at same time,,,,
43,5,,child,going to knock you down .,,,,,,,,,
43,5,,parent,what ?,,,,,,,,,
43,5,,child,going to knock you down .,,,,,,,,,
43,5,,parent,"okay, wait a minute .",,,,,,,,,
43,5,,parent,okay .,,,,,,,,,
43,5,0:52:59,parent,,come,come here,,Only Gesture,,,,,
43,5,,parent,you do a somersault ?,,,,,,,,,
43,5,,parent,here .,,,,,,,,,
43,5,,parent,watch .,,,,,,,,,
43,5,,parent,let's do a somersault .,,,,,,,,,
43,5,,parent,"okay, stand up .",,,,,,,,,
43,5,,parent,bend down .,,,,,,,,,
